year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human
2014,Uzbekistan,UZB,124606572.6675146,328995746.194965,119748592.00768813,4857980.65982647,0
2015,Uzbekistan,UZB,147472.831817558,147472831.817558,147472.831817558,0,0
2016,Uzbekistan,UZB,21990107.55271179,0,21990107.55271179,0,0
2017,Uzbekistan,UZB,76510000,1513080000,0,76510000,0
2000,Yemen,YEM,0,0,0,0,0
2001,Yemen,YEM,1318426.11428359,0,1318426.11428359,0,0
2002,Yemen,YEM,109275958.154575,0,0,0,0
2003,Yemen,YEM,5109141.19620048,30447982.4342206,0,5109141.19620048,0
2004,Yemen,YEM,56846795.68030821,53280197.3702822,0,56846795.68030821,0
2005,Yemen,YEM,0,0,0,0,0
2006,Yemen,YEM,61934026.853828385,0,8847718.12197549,53086308.7318529,0
2007,Yemen,YEM,22177061.25932339,92485627.9267539,22177061.25932339,0,0
2008,Yemen,YEM,57354442.68294823,0,56957371.67984973,0,397071.003098503
2009,Yemen,YEM,10496123.452775896,0,9541930.41161445,0,954193.041161445
2010,Yemen,YEM,71420.7124325974,0,71420.7124325974,0,0
2011,Yemen,YEM,462587.826675361,0,462587.826675361,0,0
2012,Yemen,YEM,0,0,0,0,0
2013,Yemen,YEM,4858309.35109894,0,4858309.35109894,0,0
2014,Yemen,YEM,31282.9664857663,0,31282.9664857663,0,0
2015,Yemen,YEM,0,0,0,0,0
2016,Yemen,YEM,4612465.79971921,0,0,0,4612465.79971921
2017,Yemen,YEM,142702148.59888896,0,2000000,0,32673175.34132195
2000,Armenia,ARM,0,0,0,0,0
2001,Armenia,ARM,0,0,0,0,0
2002,Armenia,ARM,1310535.30508861,0,0,1310535.30508861,0
2003,Armenia,ARM,2043656.478480192,0,0,2043656.478480192,0
2004,Armenia,ARM,1791390.62017778,0,0,1791390.62017778,0
2005,Armenia,ARM,0,0,0,0,0
2006,Armenia,ARM,0,0,0,0,0
2007,Armenia,ARM,0,0,0,0,0
2008,Armenia,ARM,2475703.39662547,0,0,2475703.39662547,0
2009,Armenia,ARM,847414.759201229,0,847414.759201229,0,0
2010,Armenia,ARM,16962419.20274189,0,7142071.24325974,9820347.95948215,0
2011,Armenia,ARM,0,0,0,0,0
2012,Armenia,ARM,3289611.1853203992,0,3289611.1853203992,0,0
2013,Armenia,ARM,0,0,0,0,0
2014,Armenia,ARM,13044997.0245645,0,13044997.0245645,0,0
2015,Armenia,ARM,33760716.192425944,0,9446880.328367244,24313835.8640587,0
2016,Armenia,ARM,0,0,0,0,0
2017,Armenia,ARM,14798489.4873379,0,14798489.4873379,0,0
2000,Azerbaijan,AZE,0,0,0,0,0
2001,Azerbaijan,AZE,0,0,0,0,0
2002,Azerbaijan,AZE,1310535.30508861,0,1310535.30508861,0,0
2003,Azerbaijan,AZE,0,0,0,0,0
2004,Azerbaijan,AZE,2388520.8269037,0,0,2388520.8269037,0
2005,Azerbaijan,AZE,3448173.30503352,0,0,0,0
2006,Azerbaijan,AZE,0,0,0,0,0
2007,Azerbaijan,AZE,0,0,0,0,0
2008,Azerbaijan,AZE,0,0,0,0,0
2009,Azerbaijan,AZE,0,0,0,0,0
2010,Azerbaijan,AZE,0,0,0,0,0
2011,Azerbaijan,AZE,0,0,0,0,0
2012,Azerbaijan,AZE,0,0,0,0,0
2013,Azerbaijan,AZE,0,0,0,0,0
2014,Azerbaijan,AZE,4692444.97286495,0,0,4692444.97286495,0
2015,Azerbaijan,AZE,0,529692917.322305,0,0,0
2016,Azerbaijan,AZE,14452392.83912016,0,14452392.83912016,0,0
2017,Azerbaijan,AZE,3341498.92624091,21430000,0,3341498.92624091,0
2000,Egypt,EGY,0,0,0,0,0
2001,Egypt,EGY,0,0,0,0,0
2002,Egypt,EGY,16541072.31531037,0,7863211.83053168,8677860.48477869,0
2003,Egypt,EGY,2554570.59810024,0,0,0,0
2004,Egypt,EGY,26273729.09594072,0,0,26273729.09594072,0
2005,Egypt,EGY,29888816.781239,0,0,29888816.781239,0
2006,Egypt,EGY,7741753.35672855,0,0,7741753.35672855,0
2007,Egypt,EGY,0,654241.307428333,0,0,0
2008,Egypt,EGY,13390.1361269214,0,13390.1361269214,0,0
2009,Egypt,EGY,21161767.946902268,5725158.24696867,21161767.946902268,0,0
2010,Egypt,EGY,120863.315543502,1208633.15543502,120863.315543502,0,0
2011,Egypt,EGY,14457057.392047372,0,14457057.392047372,0,0
2012,Egypt,EGY,5166281.012269,203700938.463464,5166281.012269,0,0
2013,Egypt,EGY,0,0,0,0,0
2014,Egypt,EGY,0,0,0,0,0
2015,Egypt,EGY,53850193.44117036,0,0,53850193.44117036,0
2016,Egypt,EGY,15270612.98983537,1187985256.386319,0,15270612.98983537,0
2017,Egypt,EGY,51228781.17875267,861000000,100000,51128781.17875267,0
2000,Guyana,GUY,0,0,0,0,0
2001,Guyana,GUY,0,0,0,0,0
2002,Guyana,GUY,7863211.83053168,0,7863211.83053168,0,0
2003,Guyana,GUY,42723141.49365004,0,0,434277.001677041,0
2004,Guyana,GUY,0,0,0,0,0
2005,Guyana,GUY,62255474.0339768,7157472.64818916,0,62067119.4906034,188354.543373398
2006,Guyana,GUY,0,0,0,0,0
2007,Guyana,GUY,24023391.702713188,0,133434.653420888,0,0
2008,Guyana,GUY,0,0,0,0,0
2009,Guyana,GUY,23657348.9874841,0,76335.4432929156,23581013.544191185,0
2010,Guyana,GUY,84504234.54971685,38231221.6823196,36258.9946630506,84467975.5550538,0
2011,Guyana,GUY,9291681.154658204,0,747606.529685143,8544074.62497306,0
2012,Guyana,GUY,163880847.5938865,71295328.4622124,2569009.152417097,161311838.4414694,0
2013,Guyana,GUY,632110.190717381,0,632110.190717381,0,0
2014,Guyana,GUY,70023.377615788,0,70023.377615788,0,0
2015,Guyana,GUY,380882.21292670397,0,380882.21292670397,0,0
2016,Guyana,GUY,1881369.8273527783,0,446380.4674401384,1434989.35991264,0
2017,Guyana,GUY,49341421.984451905,0,2898005.3607748076,46443416.6236771,0
2000,Indonesia,IDN,0,0,0,0,0
2001,Indonesia,IDN,0,0,0,0,0
2002,Indonesia,IDN,216946.512119467,0,0,0,216946.512119467
2003,Indonesia,IDN,56721.9462320855,1190162755.884104,56721.9462320855,0,0
2004,Indonesia,IDN,4379537.98071956,316709128.82037,197696.085405974,0,4181841.895313586
2005,Indonesia,IDN,50257913.54061395,129776280.384271,0,0,44051201.591553606
2006,Indonesia,IDN,10956200.114735093,529029982.439202,4423859.06098774,0,6532341.053747353
2007,Indonesia,IDN,13446362.017454674,785322325.377216,615852.246557944,9504653.00521093,3325856.7656858
2008,Indonesia,IDN,297752589.3239905,1745940073.408896,571316.168452033,297181273.1555385,0
2009,Indonesia,IDN,1971600125.052343,1500014422.999199,0,1970948267.5452652,651857.507077868
2010,Indonesia,IDN,2206157.984198827,0,354129.514542461,0,1852028.4696563657
2011,Indonesia,IDN,7689667.16247575,992467047.1958957,0,5660449.43904465,2029217.7234311
2012,Indonesia,IDN,0,1440844581.4028664,0,0,0
2013,Indonesia,IDN,0,3129948850.909064,0,0,0
2014,Indonesia,IDN,0,1296719843.039623,0,0,0
2015,Indonesia,IDN,2064635287.3886013,6661664176.407934,15641.9427843918,0,0
2016,Indonesia,IDN,1542486.16058943,4333943290.188409,1542486.16058943,0,0
2017,Indonesia,IDN,0,5912060782.723442,0,0,0
2000,North Macedonia,MKD,0,0,0,0,0
2001,North Macedonia,MKD,0,0,0,0,0
2002,North Macedonia,MKD,13105353.0508861,202784874.34165132,13105353.0508861,0,0
2003,North Macedonia,MKD,0,0,0,0,0
2004,North Macedonia,MKD,0,0,0,0,0
2005,North Macedonia,MKD,0,0,0,0,0
2006,North Macedonia,MKD,4408583.18699335,0,4408583.18699335,0,0
2007,North Macedonia,MKD,0,0,0,0,0
2008,North Macedonia,MKD,190438.722817344,0,190438.722817344,0,0
2009,North Macedonia,MKD,954193.041161445,0,954193.041161445,0,0
2010,North Macedonia,MKD,0,0,0,0,0
2011,North Macedonia,MKD,6696490.33226753,0,5286718.01914698,1409772.31312055,0
2012,North Macedonia,MKD,0,0,0,0,0
2013,North Macedonia,MKD,0,761218408.561661,0,0,0
2014,North Macedonia,MKD,0,0,0,0,0
2015,North Macedonia,MKD,250787.724391286,0,0,0,250787.724391286
2016,North Macedonia,MKD,7179481.266300162,0,7174946.79956321,0,4534.46673695187
2017,North Macedonia,MKD,2959697.89746759,0,2959697.89746759,0,0
2000,Mauritania,MRT,0,0,0,0,0
2001,Mauritania,MRT,0,0,0,0,0
2002,Mauritania,MRT,1310535.30508861,0,0,0,0
2003,Mauritania,MRT,0,0,0,0,0
2004,Mauritania,MRT,988480.42702987,0,0,988480.42702987,0
2005,Mauritania,MRT,0,0,0,0,0
2006,Mauritania,MRT,663578.859148162,0,0,0,0
2007,Mauritania,MRT,89001800.7718735,0,0,0,0
2008,Mauritania,MRT,0,0,0,0,0
2009,Mauritania,MRT,401134577.605211,22163.1552406475,13931218.400957067,387203359.204254,0
2010,Mauritania,MRT,132663973.3435489,0,17855178.1081493,114808795.2353996,0
2011,Mauritania,MRT,74344472.14425437,0,33041987.619668603,33041987.6196686,0
2012,Mauritania,MRT,1580807.9284667,0,0,1580807.9284667,0
2013,Mauritania,MRT,61630743.594944604,0,15802754.7679345,45827988.8270101,0
2014,Mauritania,MRT,43506953.8225638,133286790.575515,43506953.8225638,0,0
2015,Mauritania,MRT,47357545.97402471,0,47357545.97402471,0,0
2016,Mauritania,MRT,3124256.894072224,0,507477.94683392404,2616778.9472383,0
2017,Mauritania,MRT,35026544.7675802,0,35026544.7675802,0,0
2000,Nauru,NRU,0,0,0,0,0
2001,Nauru,NRU,0,0,0,0,0
2002,Nauru,NRU,0,0,0,0,0
2003,Nauru,NRU,0,0,0,0,0
2004,Nauru,NRU,3953921.70811948,0,0,0,0
2005,Nauru,NRU,0,0,0,0,0
2006,Nauru,NRU,0,0,0,0,0
2007,Nauru,NRU,0,0,0,0,0
2008,Nauru,NRU,0,0,0,0,0
2009,Nauru,NRU,0,0,0,0,0
2010,Nauru,NRU,0,0,0,0,0
2011,Nauru,NRU,0,0,0,0,0
2012,Nauru,NRU,0,0,0,0,0
2013,Nauru,NRU,0,0,0,0,0
2014,Nauru,NRU,0,0,0,0,0
2015,Nauru,NRU,0,0,0,0,0
2016,Nauru,NRU,0,0,0,0,0
2017,Nauru,NRU,0,0,0,0,0
2000,Russia,RUS,0,0,0,0,0
2001,Russia,RUS,0,0,0,0,0
2002,Russia,RUS,0,433893024.238934,0,0,0
2003,Russia,RUS,0,661397840.6544577,0,0,0
2004,Russia,RUS,0,397978387.72425765,0,0,0
2005,Russia,RUS,0,12297668136.849178,0,0,0
2006,Russia,RUS,0,8111793064.06777,0,0,0
2007,Russia,RUS,0,66439063.55865295,0,0,0
2008,Russia,RUS,0,24486045.1910744,0,0,0
2009,Russia,RUS,0,34748017456.66703,0,0,0
2010,Russia,RUS,0,1566212842.283568,0,0,0
2011,Russia,RUS,0,1602013992.182447,0,0,0
2012,Russia,RUS,0,1456461710.01376,0,0,0
2013,Russia,RUS,0,36037021677.58198,0,0,0
2014,Russia,RUS,0,5004879095.490825,0,0,0
2015,Russia,RUS,0,6138565791.862037,0,0,0
2016,Russia,RUS,0,15120935116.19501,0,0,0
2017,Russia,RUS,0,1707692307.69,0,0,0
2000,Syria,SYR,0,0,0,0,0
2001,Syria,SYR,0,0,0,0,0
2002,Syria,SYR,0,0,0,0,0
2003,Syria,SYR,0,0,0,0,0
2004,Syria,SYR,5971302.0672592595,0,1194260.41345185,4777041.65380741,0
2005,Syria,SYR,7815859.491409323,0,7815859.491409323,0,0
2006,Syria,SYR,18577152.88134957,0,0,18577152.88134957,0
2007,Syria,SYR,0,0,0,0,0
2008,Syria,SYR,17039515.167455774,42284361.1282417,0,17039515.167455774,0
2009,Syria,SYR,89694145.8691757,0,0,89694145.8691757,0
2010,Syria,SYR,0,0,0,0,0
2011,Syria,SYR,0,0,0,0,0
2012,Syria,SYR,4074018.76926928,0,0,0,4074018.76926928
2013,Syria,SYR,1943323.74043957,0,0,0,1943323.74043957
2014,Syria,SYR,6308675.599402379,0,0,0,6308675.599402379
2015,Syria,SYR,0,0,0,0,0
2016,Syria,SYR,512496.199968801,0,0,0,512496.199968801
2017,Syria,SYR,25217885.28227309,0,0,0,25217885.28227309
2000,Turkey,TUR,0,0,0,0,0
2001,Turkey,TUR,0,0,0,0,0
2002,Turkey,TUR,10847.3256059733,0,10847.3256059733,0,0
2003,Turkey,TUR,63433.2967379596,0,0,0,63433.2967379596
2004,Turkey,TUR,0,0,0,0,0
2005,Turkey,TUR,0,0,0,0,0
2006,Turkey,TUR,0,0,0,0,0
2007,Turkey,TUR,0,1124233272.90787,0,0,0
2008,Turkey,TUR,0,0,0,0,0
2009,Turkey,TUR,0,0,0,0,0
2010,Turkey,TUR,0,34581411.8433068,0,0,0
2011,Turkey,TUR,1068009.32812163,267002332.030408,0,0,1068009.32812163
2012,Turkey,TUR,0,611102815.390392,0,0,0
2013,Turkey,TUR,971661.870219788,0,0,0,971661.870219788
2014,Turkey,TUR,0,0,0,0,0
2015,Turkey,TUR,0,1271337140.278032,0,0,0
2016,Turkey,TUR,0,307497719.98128,0,0,0
2017,Turkey,TUR,150000,1091984521.3685677,0,0,150000
2000,Venezuela,VEN,0,0,0,0,0
2001,Venezuela,VEN,0,0,0,0,0
2002,Venezuela,VEN,3861647.91572652,184404535.301547,0,3861647.91572652,0
2003,Venezuela,VEN,0,317166483.689798,0,0,0
2004,Venezuela,VEN,0,0,0,0,0
2005,Venezuela,VEN,0,19424709.6183555,0,0,0
2006,Venezuela,VEN,0,0,0,0,0
2007,Venezuela,VEN,0,6245740405.04376,0,0,0
2008,Venezuela,VEN,0,0,0,0,0
2009,Venezuela,VEN,0,7170432577.856547,0,0,0
2010,Venezuela,VEN,0,25296841158.60593,0,0,0
2011,Venezuela,VEN,0,4702445071.719548,0,0,0
2012,Venezuela,VEN,1614462.81633406,4583271115.42794,1614462.81633406,0,0
2013,Venezuela,VEN,0,9139451551.287317,0,0,0
2014,Venezuela,VEN,3128296.64857662,5966583661.988538,1564148.32428831,0,0
2015,Venezuela,VEN,0,19663044242.34112,0,0,0
2016,Venezuela,VEN,0,2254983279.86272,0,0,0
2017,Venezuela,VEN,0,0,0,0,0
2000,Barbados,BRB,0,0,0,0,0
2001,Barbados,BRB,0,0,0,0,0
2002,Barbados,BRB,0,0,0,0,0
2003,Barbados,BRB,2791065.05647022,0,0,2791065.05647022,0
2004,Barbados,BRB,0,0,0,0,0
2005,Barbados,BRB,0,0,0,0,0
2006,Barbados,BRB,0,0,0,0,0
2007,Barbados,BRB,0,0,0,0,0
2008,Barbados,BRB,190438.722817344,0,190438.722817344,0,0
2009,Barbados,BRB,0,0,0,0,0
2010,Barbados,BRB,120863.315543502,0,0,0,0
2011,Barbados,BRB,0,1804935.76452555,0,0,0
2012,Barbados,BRB,0,0,0,0,0
2013,Barbados,BRB,0,27206.532366154,0,0,0
2014,Barbados,BRB,0,31282.9664857663,0,0,0
2015,Barbados,BRB,0,189305958.44313854,0,0,0
2016,Barbados,BRB,0,9761515.120805753,0,0,0
2017,Barbados,BRB,0,7741500,0,0,0
2000,Cook Islands,COK,0,0,0,0,0
2001,Cook Islands,COK,0,0,0,0,0
2002,Cook Islands,COK,0,0,0,0,0
2003,Cook Islands,COK,5897550.75993869,0,5897550.75993869,0,0
2004,Cook Islands,COK,5243860.06113316,0,5243860.06113316,0,0
2005,Cook Islands,COK,39783.7034586514,0,0,0,39783.7034586514
2006,Cook Islands,COK,0,0,0,0,0
2007,Cook Islands,COK,4996592.324035,0,0,4996592.324035,0
2008,Cook Islands,COK,14111509.36076513,0,14111509.36076513,0,0
2009,Cook Islands,COK,0,0,0,0,0
2010,Cook Islands,COK,0,0,0,0,0
2011,Cook Islands,COK,0,0,0,0,0
2012,Cook Islands,COK,19827121.50973018,0,19827121.50973018,0,0
2013,Cook Islands,COK,10290826.366250308,0,333256.450438099,9957569.91581221,0
2014,Cook Islands,COK,1683194.92900107,0,0,1683194.92900107,0
2015,Cook Islands,COK,10117701.83878756,0,10117701.83878756,0,0
2016,Cook Islands,COK,81398.9340505103,0,0,81398.9340505103,0
2017,Cook Islands,COK,10358942.6411365,0,10358942.6411365,0,0
2000,Colombia,COL,0,0,0,0,0
2001,Colombia,COL,0,0,0,0,0
2002,Colombia,COL,0,0,0,0,0
2003,Colombia,COL,485368.413639046,0,0,485368.413639046,0
2004,Colombia,COL,740441.456340149,0,0,0,0
2005,Colombia,COL,0,0,0,0,0
2006,Colombia,COL,1093.63631388034,0,0,0,0
2007,Colombia,COL,0,0,0,0,0
2008,Colombia,COL,397071.003098503,99267750.7746259,0,0,397071.003098503
2009,Colombia,COL,391068.4023567331,5031036.23962699,391068.4023567331,0,0
2010,Colombia,COL,241726.631087004,211510802.201128,0,0,241726.631087004
2011,Colombia,COL,46233.7553958164,0,0,0,46233.7553958164
2012,Colombia,COL,0,0,0,0,0
2013,Colombia,COL,1410.75741157323,0,1410.75741157323,0,0
2014,Colombia,COL,0,0,0,0,0
2015,Colombia,COL,0,0,0,0,0
2016,Colombia,COL,0,0,0,0,0
2017,Colombia,COL,1000000,0,0,0,1000000
2000,Liberia,LBR,0,0,0,0,0
2001,Liberia,LBR,0,0,0,0,0
2002,Liberia,LBR,0,0,0,0,0
2003,Liberia,LBR,0,0,0,0,0
2004,Liberia,LBR,5955134.26522724,0,2372353.02487168,0,3582781.24035556
2005,Liberia,LBR,11766508.324536195,0,11301272.6024039,465235.722132295,0
2006,Liberia,LBR,42684666.21016932,7053733.09918936,40480374.61667265,2204291.5934966747,0
2007,Liberia,LBR,18189445.758325413,0,205284.082185981,0,0
2008,Liberia,LBR,24136622.708347652,0,16195202.64637758,7941420.06197007,0
2009,Liberia,LBR,394714.36660613527,0,381677.216464578,13037.1501415573,0
2010,Liberia,LBR,7665429.346958694,0,7665260.07850874,169.268449954452,0
2011,Liberia,LBR,19202836.4576049,0,18134827.12948327,0,0
2012,Liberia,LBR,65094550.69332617,0,63668644.124081925,1425906.56924424,0
2013,Liberia,LBR,18315826.253642917,485830935.109894,18315826.253642917,0,0
2014,Liberia,LBR,49403808.977775514,0,19275.0239443984,4871701.199667091,44512832.754164025
2015,Liberia,LBR,21504485.662519187,0,15828750.61508457,983152.212117056,4692582.83531756
2016,Liberia,LBR,60022166.51228506,0,4775537.153184884,53987015.6206302,0
2017,Liberia,LBR,10000,0,10000,0,0
2000,Maldives,MDV,0,0,0,0,0
2001,Maldives,MDV,0,0,0,0,0
2002,Maldives,MDV,0,0,0,0,0
2003,Maldives,MDV,1147517.389360309,0,0,0,0
2004,Maldives,MDV,494240.213514935,0,0,0,494240.213514935
2005,Maldives,MDV,11859379.486732092,0,7149963.731927784,2589874.97138423,1912441.195890158
2006,Maldives,MDV,355373.135339042,0,355373.135339042,0,0
2007,Maldives,MDV,7514406.42481827,0,7514406.42481827,0,0
2008,Maldives,MDV,7643813.505086223,0,7643813.505086223,0,0
2009,Maldives,MDV,0,0,0,0,0
2010,Maldives,MDV,8927589.05407468,85883406.7001984,8927589.05407468,0,0
2011,Maldives,MDV,0,0,0,0,0
2012,Maldives,MDV,0,158620971.704821,0,0,0
2013,Maldives,MDV,3792661.14430428,0,0,3792661.14430428,0
2014,Maldives,MDV,27572997.207093924,0,344185.2631537309,26746936.34533023,481875.598609962
2015,Maldives,MDV,125364917.95574605,367540148.249522,1487739.2289970529,123877178.726749,0
2016,Maldives,MDV,70833384.64291121,77279533.6415779,557715.1664565097,70275669.4764547,0
2017,Maldives,MDV,249917.845900475,496400000,249917.845900475,0,0
2000,Timor-Leste,TLS,0,0,0,0,0
2001,Timor-Leste,TLS,0,0,0,0,0
2002,Timor-Leste,TLS,0,0,0,0,0
2003,Timor-Leste,TLS,19827178.017695915,0,19699449.4877909,0,127728.529905012
2004,Timor-Leste,TLS,0,0,0,0,0
2005,Timor-Leste,TLS,350339.45067452104,0,350339.45067452104,0,0
2006,Timor-Leste,TLS,11796516.55270449,0,11796516.55270449,0,0
2007,Timor-Leste,TLS,10742823.441288,0,10742823.441288,0,0
2008,Timor-Leste,TLS,6931325.141547422,0,3056223.547622362,3875101.59392506,0
2009,Timor-Leste,TLS,614042.705531975,0,614042.705531975,0,0
2010,Timor-Leste,TLS,9236951.78350988,0,5450153.06464653,3786798.71886335,0
2011,Timor-Leste,TLS,9686701.321931744,0,677188.808488315,0,0
2012,Timor-Leste,TLS,13805582.365145303,0,13805582.365145303,0,0
2013,Timor-Leste,TLS,2431695.9988713088,0,2225307.35122447,206388.647646839,0
2014,Timor-Leste,TLS,5666726.7597663095,0,1079401.34088631,4587325.41888,0
2015,Timor-Leste,TLS,789479.7699227179,0,789479.7699227179,0,0
2016,Timor-Leste,TLS,0,0,0,0,0
2017,Timor-Leste,TLS,1200000,0,1200000,0,0
2000,Samoa,WSM,0,0,0,0,0
2001,Samoa,WSM,0,0,0,0,0
2002,Samoa,WSM,0,0,0,0,0
2003,Samoa,WSM,17371080.0670816,0,17371080.0670816,0,0
2004,Samoa,WSM,1976960.854059734,0,1779264.76865376,0,197696.085405974
2005,Samoa,WSM,9884763.47442944,0,9884763.47442944,0,0
2006,Samoa,WSM,57768840.745080136,0,37489358.084910735,0,0
2007,Samoa,WSM,3307695.5850948878,0,3307695.5850948878,0,0
2008,Samoa,WSM,71247773.65597486,0,71247773.65597486,0,0
2009,Samoa,WSM,11063758.490363628,0,0,1011444.62363113,10052313.866732497
2010,Samoa,WSM,41852437.49729023,0,39263436.67160858,2589000.82568165,0
2011,Samoa,WSM,165209.938098343,0,0,165209.938098343,0
2012,Samoa,WSM,93657894.05216682,0,69360228.66633923,24297665.38582759,0
2013,Samoa,WSM,1263160.43128572,0,1263160.43128572,0,0
2014,Samoa,WSM,63338980.6445008,0,10080837.522920404,53258143.12158039,0
2015,Samoa,WSM,241440.32781862916,0,241440.32781862916,0,0
2016,Samoa,WSM,15440394.59537772,0,15440394.59537772,0,0
2017,Samoa,WSM,17507709.56598945,0,14462528.195752759,3045181.37023669,0
2000,Bahamas,BHS,0,0,0,0,0
2001,Bahamas,BHS,0,0,0,0,0
2002,Bahamas,BHS,0,0,0,0,0
2003,Bahamas,BHS,0,0,0,0,0
2004,Bahamas,BHS,0,52745154.27728757,0,0,0
2005,Bahamas,BHS,0,94177.2716866994,0,0,0
2006,Bahamas,BHS,0,7194061.273929482,0,0,0
2007,Bahamas,BHS,0,0,0,0,0
2008,Bahamas,BHS,0,0,0,0,0
2009,Bahamas,BHS,0,0,0,0,0
2010,Bahamas,BHS,0,3026858286.25379,0,0,0
2011,Bahamas,BHS,0,32040.279843648896,0,0,0
2012,Bahamas,BHS,0,41523983.6361121,0,0,0
2013,Bahamas,BHS,0,0,0,0,0
2014,Bahamas,BHS,0,1036032.537011419,0,0,0
2015,Bahamas,BHS,0,147034.262173283,0,0,0
2016,Bahamas,BHS,0,76075.96091576871,0,0,0
2017,Bahamas,BHS,0,50000,0,0,0
2000,Dominica,DMA,0,0,0,0,0
2001,Dominica,DMA,0,0,0,0,0
2002,Dominica,DMA,0,0,0,0,0
2003,Dominica,DMA,0,0,0,0,0
2004,Dominica,DMA,9687108.184892721,0,4547009.9643374,0,0
2005,Dominica,DMA,24486090.638541788,0,24297736.09516839,0,188354.543373398
2006,Dominica,DMA,0,0,0,0,0
2007,Dominica,DMA,156143.510126093,0,0,0,156143.510126093
2008,Dominica,DMA,3558001.0482145,0,0,3558001.0482145,0
2009,Dominica,DMA,48285741.2650273,0,0,48285741.2650273,0
2010,Dominica,DMA,50088783.31326069,0,50088783.31326069,0,0
2011,Dominica,DMA,0,0,0,0,0
2012,Dominica,DMA,45078263.23404434,0,42939403.38017797,2138859.85386637,0
2013,Dominica,DMA,5946930.520511836,0,2168245.4696571114,3778685.050854724,0
2014,Dominica,DMA,0,0,0,0,0
2015,Dominica,DMA,511603.2807498003,0,0,20027.1746912733,491576.106058527
2016,Dominica,DMA,11274916.3993136,0,0,11274916.3993136,0
2017,Dominica,DMA,22446096.7540458,0,0,0,22446096.7540458
2000,Haiti,HTI,0,0,0,0,0
2001,Haiti,HTI,0,0,0,0,0
2002,Haiti,HTI,0,0,0,0,0
2003,Haiti,HTI,0,0,0,0,0
2004,Haiti,HTI,0,0,0,0,0
2005,Haiti,HTI,0,0,0,0,0
2006,Haiti,HTI,0,0,0,0,0
2007,Haiti,HTI,0,0,0,0,0
2008,Haiti,HTI,0,0,0,0,0
2009,Haiti,HTI,0,0,0,0,0
2010,Haiti,HTI,20211931.332618583,0,0,0,20211931.332618583
2011,Haiti,HTI,0,0,0,0,0
2012,Haiti,HTI,0,0,0,0,0
2013,Haiti,HTI,0,0,0,0,0
2014,Haiti,HTI,0,0,0,0,0
2015,Haiti,HTI,0,0,0,0,0
2016,Haiti,HTI,61499.543996256,0,61499.543996256,0,0
2017,Haiti,HTI,0,0,0,0,0
2000,Malaysia,MYS,0,0,0,0,0
2001,Malaysia,MYS,0,0,0,0,0
2002,Malaysia,MYS,0,0,0,0,0
2003,Malaysia,MYS,0,0,0,0,0
2004,Malaysia,MYS,39279.090653029,0,0,0,39279.090653029
2005,Malaysia,MYS,376709.086746797,0,0,0,376709.086746797
2006,Malaysia,MYS,0,0,0,0,0
2007,Malaysia,MYS,0,0,0,0,0
2008,Malaysia,MYS,0,0,0,0,0
2009,Malaysia,MYS,0,432181527.1926266,0,0,0
2010,Malaysia,MYS,0,0,0,0,0
2011,Malaysia,MYS,0,0,0,0,0
2012,Malaysia,MYS,0,0,0,0,0
2013,Malaysia,MYS,0,0,0,0,0
2014,Malaysia,MYS,24735.7912375687,0,0,0,24735.7912375687
2015,Malaysia,MYS,3359930.1762147187,1946085645.0457945,0,0,3359930.1762147187
2016,Malaysia,MYS,0,5611922286.3719225,0,0,0
2017,Malaysia,MYS,2791.79647811677,1675189009.96665,2791.79647811677,0,0
2000,Niue,NIU,0,0,0,0,0
2001,Niue,NIU,0,0,0,0,0
2002,Niue,NIU,0,0,0,0,0
2003,Niue,NIU,0,0,0,0,0
2004,Niue,NIU,1464360.727577704,0,262193.003056658,988480.42702987,213687.297491176
2005,Niue,NIU,0,0,0,0,0
2006,Niue,NIU,1146231.628618271,0,0,0,0
2007,Niue,NIU,1491922.89823241,0,0,1491922.89823241,0
2008,Niue,NIU,278668.089079433,0,278668.089079433,0,0
2009,Niue,NIU,1467875.979570765,0,407743.327658546,1060132.651912219,0
2010,Niue,NIU,0,0,0,0,0
2011,Niue,NIU,1266054.72057601,0,0,1266054.72057601,0
2012,Niue,NIU,0,0,0,0,0
2013,Niue,NIU,0,0,0,0,0
2014,Niue,NIU,0,0,0,0,0
2015,Niue,NIU,0,0,0,0,0
2016,Niue,NIU,0,0,0,0,0
2017,Niue,NIU,13860000,0,0,13860000,0
2000,Somalia,SOM,0,0,0,0,0
2001,Somalia,SOM,0,0,0,0,0
2002,Somalia,SOM,0,0,0,0,0
2003,Somalia,SOM,0,0,0,0,0
2004,Somalia,SOM,269351.71021308523,0,269351.71021308523,0,0
2005,Somalia,SOM,5838990.844575358,0,0,0,188354.543373398
2006,Somalia,SOM,0,0,0,0,0
2007,Somalia,SOM,206109.433366444,0,206109.433366444,0,0
2008,Somalia,SOM,1985355.015492513,0,1985355.015492513,0,0
2009,Somalia,SOM,842696.115310157,0,842696.115310157,0,0
2010,Somalia,SOM,0,0,0,0,0
2011,Somalia,SOM,17049665.611749,0,0,0,17049665.611749
2012,Somalia,SOM,0,0,0,0,0
2013,Somalia,SOM,0,0,0,0,0
2014,Somalia,SOM,38550.0478887968,0,0,0,38550.0478887968
2015,Somalia,SOM,2005630.512718792,0,1966304.42423411,0,39326.0884846822
